PV Name,Value Written,Value Read,Time,Delta
process_data_read375:temperature,750,750.0,1626111462873,0.0
process_data_read375:temperature,751,750.0,1626111462873,0.0
process_data_read375:temperature,752,750.0,1626111462873,0.0
process_data_read375:temperature,753,750.0,1626111462873,0.0
process_data_read375:temperature,754,750.0,1626111462873,0.0
process_data_read375:temperature,755,750.0,1626111462873,0.0
process_data_read375:temperature,756,750.0,1626111462873,0.0
process_data_read375:temperature,757,755.0,1626111463739,866.0
process_data_read375:temperature,758,757.0,1626111463787,48.0
process_data_read375:temperature,759,759.0,1626111463828,41.0
process_data_read375:temperature,760,760.0,1626111463849,21.0
process_data_read375:temperature,761,761.0,1626111463872,23.0
process_data_read375:temperature,762,762.0,1626111463892,20.0
process_data_read375:temperature,763,763.0,1626111463912,20.0
process_data_read375:temperature,764,764.0,1626111463933,21.0
process_data_read375:temperature,765,765.0,1626111463955,22.0
process_data_read375:temperature,766,766.0,1626111463982,27.0
process_data_read375:temperature,767,767.0,1626111464005,23.0
process_data_read375:temperature,768,768.0,1626111464028,23.0
process_data_read375:temperature,769,769.0,1626111464056,28.0
