PV Name,Value Written,Value Read,Time,Delta
process_data_read449:temperature,898,898.0,1626164838836,0.0
process_data_read449:temperature,899,898.0,1626164838836,0.0
process_data_read449:temperature,900,898.0,1626164838836,0.0
process_data_read449:temperature,901,898.0,1626164838836,0.0
process_data_read449:temperature,902,902.0,1626164839517,681.0
process_data_read449:temperature,903,903.0,1626164839568,51.0
process_data_read449:temperature,904,904.0,1626164839618,50.0
process_data_read449:temperature,905,905.0,1626164839668,50.0
process_data_read449:temperature,906,906.0,1626164839718,50.0
process_data_read449:temperature,907,907.0,1626164839769,51.0
process_data_read449:temperature,908,908.0,1626164839819,50.0
process_data_read449:temperature,909,909.0,1626164839869,50.0
process_data_read449:temperature,910,910.0,1626164839919,50.0
process_data_read449:temperature,911,911.0,1626164839969,50.0
process_data_read449:temperature,912,912.0,1626164840035,66.0
process_data_read449:temperature,913,913.0,1626164840090,55.0
process_data_read449:temperature,914,914.0,1626164840141,51.0
process_data_read449:temperature,915,915.0,1626164840192,51.0
process_data_read449:temperature,916,916.0,1626164840242,50.0
process_data_read449:temperature,917,917.0,1626164840293,51.0
