PV Name,Value Written,Value Read,Time,Delta
process_data_read485:temperature,970,970.0,1626164838612,0.0
process_data_read485:temperature,971,970.0,1626164838612,0.0
process_data_read485:temperature,972,970.0,1626164838612,0.0
process_data_read485:temperature,973,970.0,1626164838612,0.0
process_data_read485:temperature,974,970.0,1626164838612,0.0
process_data_read485:temperature,975,974.0,1626164839444,832.0
process_data_read485:temperature,976,976.0,1626164839546,102.0
process_data_read485:temperature,977,977.0,1626164839597,51.0
process_data_read485:temperature,978,978.0,1626164839647,50.0
process_data_read485:temperature,979,979.0,1626164839697,50.0
process_data_read485:temperature,980,980.0,1626164839747,50.0
process_data_read485:temperature,981,981.0,1626164839798,51.0
process_data_read485:temperature,982,982.0,1626164839848,50.0
process_data_read485:temperature,983,983.0,1626164839898,50.0
process_data_read485:temperature,984,984.0,1626164839949,51.0
process_data_read485:temperature,985,985.0,1626164840011,62.0
process_data_read485:temperature,986,986.0,1626164840061,50.0
process_data_read485:temperature,987,987.0,1626164840112,51.0
process_data_read485:temperature,988,988.0,1626164840162,50.0
process_data_read485:temperature,989,989.0,1626164840212,50.0
