PV Name,Value Written,Value Read,Time,Delta
process_data_read661:temperature,1322,1322.0,1626165323161,0.0
process_data_read661:temperature,1323,1322.0,1626165323161,0.0
process_data_read661:temperature,1324,1322.0,1626165323161,0.0
process_data_read661:temperature,1325,1322.0,1626165323161,0.0
process_data_read661:temperature,1326,1322.0,1626165323161,0.0
process_data_read661:temperature,1327,1322.0,1626165323161,0.0
process_data_read661:temperature,1328,1322.0,1626165323161,0.0
process_data_read661:temperature,1329,1322.0,1626165323161,0.0
process_data_read661:temperature,1330,1322.0,1626165323161,0.0
process_data_read661:temperature,1331,1322.0,1626165323161,0.0
process_data_read661:temperature,1332,1322.0,1626165323161,0.0
process_data_read661:temperature,1333,1324.0,1626165323941,780.0
process_data_read661:temperature,1334,1327.0,1626165324011,70.0
process_data_read661:temperature,1335,1329.0,1626165324054,43.0
process_data_read661:temperature,1336,1333.0,1626165324142,88.0
process_data_read661:temperature,1337,1336.0,1626165324205,63.0
process_data_read661:temperature,1338,1338.0,1626165324249,44.0
process_data_read661:temperature,1339,1339.0,1626165324269,20.0
process_data_read661:temperature,1340,1340.0,1626165324289,20.0
process_data_read661:temperature,1341,1341.0,1626165324310,21.0
process_data_read661:temperature,1342,1342.0,1626165324330,20.0
process_data_read661:temperature,1343,1343.0,1626165324350,20.0
process_data_read661:temperature,1344,1344.0,1626165324370,20.0
process_data_read661:temperature,1345,1345.0,1626165324400,30.0
process_data_read661:temperature,1346,1346.0,1626165324420,20.0
process_data_read661:temperature,1347,1347.0,1626165324441,21.0
process_data_read661:temperature,1348,1348.0,1626165324469,28.0
process_data_read661:temperature,1349,1349.0,1626165324511,42.0
process_data_read661:temperature,1350,1350.0,1626165324533,22.0
process_data_read661:temperature,1351,1351.0,1626165324557,24.0
