PV Name,Value Written,Value Read,Time,Delta
process_data_read863:temperature,1726,1726.0,1626164550098,0.0
process_data_read863:temperature,1727,1727.0,1626164550537,439.0
process_data_read863:temperature,1728,1728.0,1626164550637,100.0
process_data_read863:temperature,1729,1729.0,1626164550737,100.0
process_data_read863:temperature,1730,1730.0,1626164550837,100.0
process_data_read863:temperature,1731,1731.0,1626164550938,101.0
process_data_read863:temperature,1732,1732.0,1626164551038,100.0
process_data_read863:temperature,1733,1733.0,1626164551138,100.0
process_data_read863:temperature,1734,1734.0,1626164551238,100.0
process_data_read863:temperature,1735,1735.0,1626164551340,102.0
