PV Name,Value Written,Value Read,Time,Delta
process_data_read180:temperature,360,360.0,1626164534766,0.0
process_data_read180:temperature,361,361.0,1626164535092,326.0
process_data_read180:temperature,362,362.0,1626164535192,100.0
process_data_read180:temperature,363,363.0,1626164535293,101.0
process_data_read180:temperature,364,364.0,1626164535393,100.0
process_data_read180:temperature,365,365.0,1626164535493,100.0
process_data_read180:temperature,366,366.0,1626164535598,105.0
process_data_read180:temperature,367,367.0,1626164535699,101.0
process_data_read180:temperature,368,368.0,1626164535799,100.0
process_data_read180:temperature,369,369.0,1626164535900,101.0
