PV Name,Value Written,Value Read,Time,Delta
process_data_read933:temperature,1866,1866.0,1626165025618,0.0
process_data_read933:temperature,1867,1866.0,1626165025618,0.0
process_data_read933:temperature,1868,1866.0,1626165025618,0.0
process_data_read933:temperature,1869,1866.0,1626165025618,0.0
process_data_read933:temperature,1870,1870.0,1626165026401,783.0
process_data_read933:temperature,1871,1871.0,1626165026452,51.0
process_data_read933:temperature,1872,1872.0,1626165026502,50.0
process_data_read933:temperature,1873,1873.0,1626165026552,50.0
process_data_read933:temperature,1874,1874.0,1626165026603,51.0
process_data_read933:temperature,1875,1875.0,1626165026653,50.0
process_data_read933:temperature,1876,1876.0,1626165026703,50.0
process_data_read933:temperature,1877,1877.0,1626165026753,50.0
process_data_read933:temperature,1878,1878.0,1626165026803,50.0
process_data_read933:temperature,1879,1879.0,1626165026855,52.0
process_data_read933:temperature,1880,1880.0,1626165026911,56.0
process_data_read933:temperature,1881,1881.0,1626165026961,50.0
process_data_read933:temperature,1882,1882.0,1626165027011,50.0
process_data_read933:temperature,1883,1883.0,1626165027062,51.0
process_data_read933:temperature,1884,1884.0,1626165027114,52.0
process_data_read933:temperature,1885,1885.0,1626165027169,55.0
