PV Name,Value Written,Value Read,Time,Delta
process_data_read774:temperature,1548,1548.0,1626165021658,0.0
process_data_read774:temperature,1549,1548.0,1626165021658,0.0
process_data_read774:temperature,1550,1550.0,1626165022080,422.0
process_data_read774:temperature,1551,1551.0,1626165022131,51.0
process_data_read774:temperature,1552,1552.0,1626165022181,50.0
process_data_read774:temperature,1553,1553.0,1626165022232,51.0
process_data_read774:temperature,1554,1554.0,1626165022283,51.0
process_data_read774:temperature,1555,1555.0,1626165022333,50.0
process_data_read774:temperature,1556,1556.0,1626165022383,50.0
process_data_read774:temperature,1557,1557.0,1626165022434,51.0
process_data_read774:temperature,1558,1558.0,1626165022484,50.0
process_data_read774:temperature,1559,1559.0,1626165022534,50.0
process_data_read774:temperature,1560,1560.0,1626165022585,51.0
process_data_read774:temperature,1561,1561.0,1626165022638,53.0
process_data_read774:temperature,1562,1562.0,1626165022688,50.0
process_data_read774:temperature,1563,1563.0,1626165022739,51.0
process_data_read774:temperature,1564,1564.0,1626165022789,50.0
process_data_read774:temperature,1565,1565.0,1626165022846,57.0
process_data_read774:temperature,1566,1566.0,1626165022922,76.0
process_data_read774:temperature,1567,1567.0,1626165023026,104.0
