PV Name,Value Written,Value Read,Time,Delta
process_data_read844:temperature,1688,1688.0,1626165023418,0.0
process_data_read844:temperature,1689,1688.0,1626165023418,0.0
process_data_read844:temperature,1690,1688.0,1626165023418,0.0
process_data_read844:temperature,1691,1688.0,1626165023418,0.0
process_data_read844:temperature,1692,1692.0,1626165024226,808.0
process_data_read844:temperature,1693,1693.0,1626165024280,54.0
process_data_read844:temperature,1694,1694.0,1626165024332,52.0
process_data_read844:temperature,1695,1695.0,1626165024382,50.0
process_data_read844:temperature,1696,1696.0,1626165024433,51.0
process_data_read844:temperature,1697,1697.0,1626165024483,50.0
process_data_read844:temperature,1698,1698.0,1626165024533,50.0
process_data_read844:temperature,1699,1699.0,1626165024583,50.0
process_data_read844:temperature,1700,1700.0,1626165024634,51.0
process_data_read844:temperature,1701,1701.0,1626165024684,50.0
process_data_read844:temperature,1702,1702.0,1626165024734,50.0
process_data_read844:temperature,1703,1703.0,1626165024787,53.0
process_data_read844:temperature,1704,1704.0,1626165024838,51.0
process_data_read844:temperature,1705,1705.0,1626165024889,51.0
process_data_read844:temperature,1706,1706.0,1626165024939,50.0
process_data_read844:temperature,1707,1707.0,1626165024989,50.0
