PV Name,Value Written,Value Read,Time,Delta
process_data_read1168:temperature,2336,2336.0,1626165030305,0.0
process_data_read1168:temperature,2337,2336.0,1626165030305,0.0
process_data_read1168:temperature,2338,2338.0,1626165030819,514.0
process_data_read1168:temperature,2339,2339.0,1626165030870,51.0
process_data_read1168:temperature,2340,2340.0,1626165030920,50.0
process_data_read1168:temperature,2341,2341.0,1626165030971,51.0
process_data_read1168:temperature,2342,2342.0,1626165031021,50.0
process_data_read1168:temperature,2343,2343.0,1626165031071,50.0
process_data_read1168:temperature,2344,2344.0,1626165031123,52.0
process_data_read1168:temperature,2345,2345.0,1626165031174,51.0
process_data_read1168:temperature,2346,2346.0,1626165031224,50.0
process_data_read1168:temperature,2347,2347.0,1626165031277,53.0
process_data_read1168:temperature,2348,2348.0,1626165031328,51.0
process_data_read1168:temperature,2349,2349.0,1626165031379,51.0
process_data_read1168:temperature,2350,2350.0,1626165031429,50.0
process_data_read1168:temperature,2351,2351.0,1626165031480,51.0
process_data_read1168:temperature,2352,2352.0,1626165031530,50.0
process_data_read1168:temperature,2353,2353.0,1626165031582,52.0
process_data_read1168:temperature,2354,2354.0,1626165031637,55.0
process_data_read1168:temperature,2355,2355.0,1626165031692,55.0
