PV Name,Value Written,Value Read,Time,Delta
process_data_read462:temperature,924,924.0,1626165418837,0.0
process_data_read462:temperature,925,924.0,1626165418837,0.0
process_data_read462:temperature,926,924.0,1626165418837,0.0
process_data_read462:temperature,927,924.0,1626165418837,0.0
process_data_read462:temperature,928,924.0,1626165418837,0.0
process_data_read462:temperature,929,924.0,1626165418837,0.0
process_data_read462:temperature,930,924.0,1626165418837,0.0
process_data_read462:temperature,931,924.0,1626165418837,0.0
process_data_read462:temperature,932,924.0,1626165418837,0.0
process_data_read462:temperature,933,924.0,1626165418837,0.0
process_data_read462:temperature,934,924.0,1626165418837,0.0
process_data_read462:temperature,935,924.0,1626165418837,0.0
process_data_read462:temperature,936,924.0,1626165418837,0.0
process_data_read462:temperature,937,924.0,1626165418837,0.0
process_data_read462:temperature,938,929.0,1626165419621,784.0
process_data_read462:temperature,939,934.0,1626165419737,116.0
process_data_read462:temperature,940,937.0,1626165419802,65.0
process_data_read462:temperature,941,940.0,1626165419865,63.0
process_data_read462:temperature,942,942.0,1626165419912,47.0
process_data_read462:temperature,943,943.0,1626165419937,25.0
process_data_read462:temperature,944,944.0,1626165419966,29.0
process_data_read462:temperature,945,945.0,1626165419990,24.0
process_data_read462:temperature,946,946.0,1626165420010,20.0
process_data_read462:temperature,947,947.0,1626165420031,21.0
process_data_read462:temperature,948,948.0,1626165420051,20.0
process_data_read462:temperature,949,949.0,1626165420073,22.0
process_data_read462:temperature,950,950.0,1626165420095,22.0
process_data_read462:temperature,951,951.0,1626165420115,20.0
process_data_read462:temperature,952,952.0,1626165420139,24.0
process_data_read462:temperature,953,953.0,1626165420164,25.0
