PV Name,Value Written,Value Read,Time,Delta
process_data_read323:temperature,646,646.0,1626108614535,0.0
process_data_read323:temperature,647,646.0,1626108614535,0.0
process_data_read323:temperature,648,648.0,1626108615451,916.0
process_data_read323:temperature,649,649.0,1626108615553,102.0
process_data_read323:temperature,650,650.0,1626108615654,101.0
process_data_read323:temperature,651,651.0,1626108615754,100.0
process_data_read323:temperature,652,652.0,1626108615855,101.0
process_data_read323:temperature,653,653.0,1626108615955,100.0
process_data_read323:temperature,654,654.0,1626108616055,100.0
process_data_read323:temperature,655,655.0,1626108616156,101.0
