PV Name,Value Written,Value Read,Time,Delta
process_data_read1403:temperature,2806,2806.0,1626110325970,0.0
process_data_read1403:temperature,2807,2806.0,1626110325970,0.0
process_data_read1403:temperature,2808,2806.0,1626110325970,0.0
process_data_read1403:temperature,2809,2806.0,1626110325970,0.0
process_data_read1403:temperature,2810,2806.0,1626110325970,0.0
process_data_read1403:temperature,2811,2806.0,1626110325970,0.0
process_data_read1403:temperature,2812,2806.0,1626110325970,0.0
process_data_read1403:temperature,2813,2807.0,1626110326020,50.0
process_data_read1403:temperature,2814,2807.0,1626110326020,0.0
process_data_read1403:temperature,2815,2807.0,1626110326020,0.0
process_data_read1403:temperature,2816,2807.0,1626110326020,0.0
process_data_read1403:temperature,2817,2808.0,1626110326073,53.0
process_data_read1403:temperature,2818,2808.0,1626110326073,0.0
process_data_read1403:temperature,2819,2808.0,1626110326073,0.0
process_data_read1403:temperature,2820,2809.0,1626110326124,51.0
process_data_read1403:temperature,2821,2809.0,1626110326124,0.0
process_data_read1403:temperature,2822,2811.0,1626110326242,118.0
process_data_read1403:temperature,2823,2814.0,1626110326428,186.0
process_data_read1403:temperature,2824,2816.0,1626110326542,114.0
process_data_read1403:temperature,2825,2819.0,1626110326705,163.0
