PV Name,Value Written,Value Read,Time,Delta
process_data_read8:temperature,16,16.0,1626111335913,0.0
process_data_read8:temperature,17,16.0,1626111335913,0.0
process_data_read8:temperature,18,16.0,1626111335913,0.0
process_data_read8:temperature,19,16.0,1626111335913,0.0
process_data_read8:temperature,20,16.0,1626111335913,0.0
process_data_read8:temperature,21,16.0,1626111335913,0.0
process_data_read8:temperature,22,16.0,1626111335913,0.0
process_data_read8:temperature,23,16.0,1626111335913,0.0
process_data_read8:temperature,24,16.0,1626111335913,0.0
process_data_read8:temperature,25,16.0,1626111335913,0.0
process_data_read8:temperature,26,16.0,1626111335913,0.0
process_data_read8:temperature,27,16.0,1626111335913,0.0
process_data_read8:temperature,28,16.0,1626111335913,0.0
process_data_read8:temperature,29,16.0,1626111335913,0.0
process_data_read8:temperature,30,16.0,1626111335913,0.0
process_data_read8:temperature,31,16.0,1626111335913,0.0
process_data_read8:temperature,32,16.0,1626111335913,0.0
process_data_read8:temperature,33,16.0,1626111335913,0.0
process_data_read8:temperature,34,16.0,1626111335913,0.0
process_data_read8:temperature,35,16.0,1626111335913,0.0
