PV Name,Value Written,Value Read,Time,Delta
process_data_read388:temperature,776,776.0,1626111342588,0.0
process_data_read388:temperature,777,776.0,1626111342588,0.0
process_data_read388:temperature,778,776.0,1626111342588,0.0
process_data_read388:temperature,779,776.0,1626111342588,0.0
process_data_read388:temperature,780,776.0,1626111342588,0.0
process_data_read388:temperature,781,776.0,1626111342588,0.0
process_data_read388:temperature,782,776.0,1626111342588,0.0
process_data_read388:temperature,783,776.0,1626111342588,0.0
process_data_read388:temperature,784,776.0,1626111342588,0.0
process_data_read388:temperature,785,776.0,1626111342588,0.0
process_data_read388:temperature,786,776.0,1626111342588,0.0
process_data_read388:temperature,787,776.0,1626111342588,0.0
process_data_read388:temperature,788,776.0,1626111342588,0.0
process_data_read388:temperature,789,776.0,1626111342588,0.0
process_data_read388:temperature,790,776.0,1626111342588,0.0
process_data_read388:temperature,791,776.0,1626111342588,0.0
process_data_read388:temperature,792,776.0,1626111342588,0.0
process_data_read388:temperature,793,776.0,1626111342588,0.0
process_data_read388:temperature,794,776.0,1626111342588,0.0
process_data_read388:temperature,795,776.0,1626111342588,0.0
