PV Name,Value Written,Value Read,Time,Delta
process_data_read449:temperature,898,898.0,1626109032470,0.0
process_data_read449:temperature,899,898.0,1626109032470,0.0
process_data_read449:temperature,900,900.0,1626109033191,721.0
process_data_read449:temperature,901,901.0,1626109033294,103.0
process_data_read449:temperature,902,902.0,1626109033395,101.0
process_data_read449:temperature,903,903.0,1626109033495,100.0
process_data_read449:temperature,904,904.0,1626109033596,101.0
process_data_read449:temperature,905,905.0,1626109033696,100.0
process_data_read449:temperature,906,906.0,1626109033796,100.0
process_data_read449:temperature,907,907.0,1626109033899,103.0
