PV Name,Value Written,Value Read,Time,Delta
process_data_read519:temperature,1038,1038.0,1626110771120,0.0
process_data_read519:temperature,1039,1038.0,1626110771120,0.0
process_data_read519:temperature,1040,1038.0,1626110771120,0.0
process_data_read519:temperature,1041,1038.0,1626110771120,0.0
process_data_read519:temperature,1042,1038.0,1626110771120,0.0
process_data_read519:temperature,1043,1038.0,1626110771120,0.0
process_data_read519:temperature,1044,1038.0,1626110771120,0.0
process_data_read519:temperature,1045,1038.0,1626110771120,0.0
process_data_read519:temperature,1046,1038.0,1626110771120,0.0
process_data_read519:temperature,1047,1040.0,1626110771743,623.0
process_data_read519:temperature,1048,1047.0,1626110772145,402.0
process_data_read519:temperature,1049,1049.0,1626110772261,116.0
process_data_read519:temperature,1050,1050.0,1626110772311,50.0
process_data_read519:temperature,1051,1051.0,1626110772362,51.0
process_data_read519:temperature,1052,1052.0,1626110772413,51.0
process_data_read519:temperature,1053,1053.0,1626110772463,50.0
process_data_read519:temperature,1054,1054.0,1626110772513,50.0
process_data_read519:temperature,1055,1055.0,1626110772564,51.0
process_data_read519:temperature,1056,1056.0,1626110772614,50.0
process_data_read519:temperature,1057,1057.0,1626110772665,51.0
