PV Name,Value Written,Value Read,Time,Delta
process_data_read736:temperature,1472,1472.0,1626110775745,0.0
process_data_read736:temperature,1473,1472.0,1626110775745,0.0
process_data_read736:temperature,1474,1472.0,1626110775745,0.0
process_data_read736:temperature,1475,1472.0,1626110775745,0.0
process_data_read736:temperature,1476,1472.0,1626110775745,0.0
process_data_read736:temperature,1477,1477.0,1626110776743,998.0
process_data_read736:temperature,1478,1478.0,1626110776794,51.0
process_data_read736:temperature,1479,1479.0,1626110776844,50.0
process_data_read736:temperature,1480,1480.0,1626110776894,50.0
process_data_read736:temperature,1481,1481.0,1626110776945,51.0
process_data_read736:temperature,1482,1482.0,1626110776995,50.0
process_data_read736:temperature,1483,1483.0,1626110777045,50.0
process_data_read736:temperature,1484,1484.0,1626110777095,50.0
process_data_read736:temperature,1485,1485.0,1626110777146,51.0
process_data_read736:temperature,1486,1486.0,1626110777197,51.0
process_data_read736:temperature,1487,1487.0,1626110777247,50.0
process_data_read736:temperature,1488,1488.0,1626110777297,50.0
process_data_read736:temperature,1489,1489.0,1626110777348,51.0
process_data_read736:temperature,1490,1490.0,1626110777404,56.0
process_data_read736:temperature,1491,1491.0,1626110777458,54.0
