PV Name,Value Written,Value Read,Time,Delta
process_data_read1198:temperature,2396,2396.0,1626109272276,0.0
process_data_read1198:temperature,2397,2397.0,1626109272484,208.0
process_data_read1198:temperature,2398,2398.0,1626109272584,100.0
process_data_read1198:temperature,2399,2399.0,1626109272685,101.0
process_data_read1198:temperature,2400,2400.0,1626109272785,100.0
process_data_read1198:temperature,2401,2401.0,1626109272886,101.0
process_data_read1198:temperature,2402,2402.0,1626109272986,100.0
process_data_read1198:temperature,2403,2403.0,1626109273087,101.0
process_data_read1198:temperature,2404,2404.0,1626109273187,100.0
process_data_read1198:temperature,2405,2405.0,1626109273291,104.0
