PV Name,Value Written,Value Read,Time,Delta
process_data_read706:temperature,1412,1412.0,1626111696826,0.0
process_data_read706:temperature,1413,1412.0,1626111696826,0.0
process_data_read706:temperature,1414,1412.0,1626111696826,0.0
process_data_read706:temperature,1415,1412.0,1626111696826,0.0
process_data_read706:temperature,1416,1412.0,1626111696826,0.0
process_data_read706:temperature,1417,1412.0,1626111696826,0.0
process_data_read706:temperature,1418,1412.0,1626111696826,0.0
process_data_read706:temperature,1419,1412.0,1626111696826,0.0
process_data_read706:temperature,1420,1412.0,1626111696826,0.0
process_data_read706:temperature,1421,1412.0,1626111696826,0.0
process_data_read706:temperature,1422,1412.0,1626111696826,0.0
process_data_read706:temperature,1423,1412.0,1626111696826,0.0
process_data_read706:temperature,1424,1412.0,1626111696826,0.0
process_data_read706:temperature,1425,1412.0,1626111696826,0.0
process_data_read706:temperature,1426,1412.0,1626111696826,0.0
process_data_read706:temperature,1427,1412.0,1626111696826,0.0
process_data_read706:temperature,1428,1412.0,1626111696826,0.0
process_data_read706:temperature,1429,1412.0,1626111696826,0.0
process_data_read706:temperature,1430,1412.0,1626111696826,0.0
process_data_read706:temperature,1431,1412.0,1626111696826,0.0
