PV Name,Value Written,Value Read,Time,Delta
process_data_read1756:temperature,3512,3512.0,1626111719469,0.0
process_data_read1756:temperature,3513,3512.0,1626111719469,0.0
process_data_read1756:temperature,3514,3512.0,1626111719469,0.0
process_data_read1756:temperature,3515,3512.0,1626111719469,0.0
process_data_read1756:temperature,3516,3512.0,1626111719469,0.0
process_data_read1756:temperature,3517,3512.0,1626111719469,0.0
process_data_read1756:temperature,3518,3512.0,1626111719469,0.0
process_data_read1756:temperature,3519,3512.0,1626111719469,0.0
process_data_read1756:temperature,3520,3512.0,1626111719469,0.0
process_data_read1756:temperature,3521,3512.0,1626111719469,0.0
process_data_read1756:temperature,3522,3512.0,1626111719469,0.0
process_data_read1756:temperature,3523,3512.0,1626111719469,0.0
process_data_read1756:temperature,3524,3512.0,1626111719469,0.0
process_data_read1756:temperature,3525,3512.0,1626111719469,0.0
process_data_read1756:temperature,3526,3513.0,1626111720281,812.0
process_data_read1756:temperature,3527,3518.0,1626111720395,114.0
process_data_read1756:temperature,3528,3524.0,1626111720541,146.0
process_data_read1756:temperature,3529,3526.0,1626111720591,50.0
process_data_read1756:temperature,3530,3530.0,1626111720684,93.0
process_data_read1756:temperature,3531,3531.0,1626111720705,21.0
